			1.8333435,41.2382377,0
            1.8324959,41.2378908,0
            1.8313587,41.2382942,0
            1.8306935,41.2377859,0
            1.8289983,41.2375842,0
            1.826874,41.2384233,0
            1.8231618,41.2392704,0
            1.8230009,41.239464,0
            1.8229365,41.2396496,0
            1.8232477,41.240537,0
            1.8231618,41.2406903,0
            1.8220139,41.2416907,0
            1.8214774,41.2426265,0
            1.8219495,41.2437075,0
            1.8215632,41.2450789,0
            1.8216491,41.2458372,0
            1.8213058,41.2460469,0
            1.821928,41.2473537,0
            1.8207693,41.2469181,0
            1.8217993,41.2490316,0
            1.8216705,41.2501286,0
            1.822958,41.2512256,0
            1.8236446,41.2521129,0
            1.8237519,41.2527098,0
            1.823945,41.2530647,0
            1.8234944,41.2533712,0
            1.8225503,41.2529679,0
            1.8213701,41.2539036,0
            1.8204474,41.2541617,0
            1.8200183,41.253952,0
            1.8184733,41.2541455,0
            1.8198252,41.2544682,0
            1.8217778,41.2558555,0
            1.8235588,41.2574363,0
            1.8248677,41.2576622,0
            1.8251896,41.2573234,0
            1.826241,41.2578557,0
            1.8262839,41.258388,0
            1.8260479,41.2587752,0
            1.8255758,41.2589849,0
            1.8258977,41.2595333,0
            1.8267989,41.2599688,0
            1.8275714,41.2610012,0
            1.828301,41.261856,0
            1.8296528,41.2623561,0
            1.8317556,41.2616141,0
            1.8322492,41.2620335,0
            1.8321633,41.2628077,0
            1.8325067,41.2632593,0
            1.8339014,41.2627754,0
            1.834631,41.2630496,0
            1.8355536,41.2636626,0
            1.8357038,41.2643561,0
            1.8369269,41.2647593,0
            1.8377531,41.2652755,0
            1.8384944,41.2647855,0
			
