

            1.8384343,41.2647997,0
            1.8381339,41.26509,0
            1.8377531,41.2652755,0
            1.8366694,41.2646626,0
            1.8361759,41.264469,0
            1.8357038,41.2643561,0
            1.8355107,41.2638561,0
            1.8355536,41.2636626,0
            1.8352103,41.2633561,0
            1.8351245,41.2628238,0
            1.8364549,41.2621948,0
            1.8367982,41.2611625,0
            1.8362617,41.2591462,0
            1.836412,41.2585332,0
            1.8374205,41.2584687,0
            1.8386221,41.2577589,0
            1.8407893,41.2546456,0
            1.8402529,41.2543391,0
            1.8397379,41.2529356,0
            1.840167,41.2515644,0
            1.8399739,41.2503706,0
            1.8396306,41.2499189,0
            1.8398023,41.2460631,0
            1.8399739,41.2447239,0
            1.8405747,41.2441592,0
            1.8431067,41.2435784,0
            1.8417978,41.2428846,0
            1.840446,41.2428201,0
            1.8382573,41.2420779,0
            1.8372059,41.2417713,0
            1.8360901,41.2404967,0
            1.8349528,41.2390445,0
            1.8333435,41.2382377,0
